,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,category,wnsynset,wnsynsetkey,up,front,aligned.minPoint,aligned.maxPoint,aligned.dims,isCornerPiece
2026,s__401,single_bed,bed,2.0,bed,bed/single_bed/__SYM_REFLECT_LR,n04222210,single_bed.n.01,,,-44.5074/0.0/-86.9849,44.5074/69.994995/86.9849,89.0148/69.994995/173.9698,
2027,s__402,sink,sink,2.0,sink,sink,n04223580,sink.n.01,,,-51.5/0.0/-26.016,51.5/107.50001/26.016,103.0/107.50001/52.032,
2028,s__403,single_bed,bed,2.0,bed,bed/single_bed/__SYM_REFLECT_LR,n04222210,single_bed.n.01,,,-37.5002/0.0/-83.9988,37.5002/79.996994/83.999596,75.0004/79.996994/167.9984,
2029,s__404,daybed,bed,2.0,bed,bed/daybed/__SYM_REFLECT_LR,n03165096,daybed.n.01,0/1/0,1/0/0,-38.0001/-3.8146973E-6/-82.4999,38.0001/57.0/82.4999,76.0002/57.000004/164.9998,
2030,s__405,sink,sink,2.0,sink,sink,n04223580,sink.n.01,,,-50.5/0.0/-25.0,50.5/89.6839/25.0,101.0/89.6839/50.0,
2031,s__406,single_bed,bed,2.0,bed,bed/single_bed,n04222210,single_bed.n.01,0/1/0,1/0/0,-82.4998/-3.8146973E-6/-38.498898,82.4993/56.0/38.498898,164.9991/56.000004/76.997795,
2032,s__407,baby_bed,bed,2.0,bed,bed/baby_bed/__SYM_ROTATE_UP_2,n02766320,baby_bed.n.01,,,-33.0/0.0/-62.999893,33.0/88.0/63.0,66.0/88.0/125.99989,
2033,s__408,baby_bed,bed,2.0,bed,bed/baby_bed/__SYM_ROTATE_UP_2,n02766320,baby_bed.n.01,,,-32.9999/0.0/-61.999397,32.9999/79.9851/61.999397,65.9998/79.9851/123.998795,
2034,s__409,sink,sink,2.0,sink,sink/__SYM_REFLECT_LR,n04223580,sink.n.01,,,-41.0033/0.0/-20.5,41.0033/116.99999/20.5,82.0066/116.99999/41.0,
2035,s__410,sink,sink,2.0,sink,sink/__SYM_REFLECT_LR,n04223580,sink.n.01,,,-28.5/0.0/-22.050098,28.5/94.2881/21.9982,57.0/94.2881/44.048298,
2036,s__411,shelving,shelving,2.0,shelves,shelving/__SYM_REFLECT_LR,n04190052,shelf.n.01,,,-21.0/0.0/-20.0,21.0/176.0/20.0,42.0/176.0/40.0,
2037,s__412,shelving,shelving,2.0,shelves,shelving/__SYM_REFLECT_LR,n04190052,shelf.n.01,,,-21.0/0.0/-20.0,21.0/103.0/20.0,42.0/103.0/40.0,
2038,s__413,shelving,shelving,2.0,shelves,shelving/__CORNER_C1/__SYM_REFLECT_C1,n04190052,shelf.n.01,,,-18.5/0.0/-18.5,18.5/176.0/18.5,37.0/176.0/37.0,
2039,s__414,shelving,shelving,2.0,shelves,shelving/__SYM_REFLECT_LR,n04190052,shelf.n.01,,,-20.0/0.0/-11.0,20.0/68.7/11.0,40.0/68.7/22.0,
2040,s__415,shelving,shelving,2.0,shelves,shelving/__SYM_ROTATE_UP_2,n04190052,shelf.n.01,,,-18.5/0.0/-18.5,18.5/140.0/18.5,37.0/140.0/37.0,
2041,s__416,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-87.0/-7.6293945E-6/-105.49999,87.0/122.0/105.49999,174.0/122.00001/210.99998,
2042,s__417,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-91.5/-7.6293945E-6/-108.5,91.5/85.938/108.49899,183.0/85.93801/216.999,
2043,s__418,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-90.4999/-7.6293945E-6/-105.003,90.4999/119.00001/105.001,180.9998/119.000015/210.004,
2044,s__419,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-89.0/0.0/-104.49999,89.0/147.0/104.49999,178.0/147.0/208.99998,
2045,s__420,daybed,bed,2.0,bed,bed/daybed,n03165096,daybed.n.01,,,-105.49999/0.0/-44.625,105.49999/86.0/44.625,210.99998/86.0/89.25,
2046,s__421,chair,chair,2.0,chair,chair/__SYM_REFLECT_LR,n03001627,chair.n.01,,,-25.5/-0.0017547607/-24.267502,25.5/97.9869/23.732399,51.0/97.988655/47.9999,
2047,s__422,bunker_bed,bed,2.0,bed,bed/bunker_bed,n02818832,bed.n.01,,,-103.0/0.0/-48.5,103.0/157.0/48.5,206.0/157.0/97.0,
2048,s__423,stool,chair,2.0,chair,chair/stool/__SYM_ROTATE_UP_4,n04326896,stool.n.01,,,-18.5/0.0/-25.0,18.5/63.0/25.0,37.0/63.0/50.0,
2049,s__424,straight_chair,chair,2.0,chair,chair/straight_chair/__SYM_REFLECT_LR,n04331277,straight_chair.n.01,,,-20.0/0.0/-22.2201,20.0/91.1516/22.7799,40.0/91.1516/45.0,
2050,s__425,stool,chair,2.0,chair,chair/stool/__SYM_REFLECT_LR,n04326896,stool.n.01,,,-24.0/0.0/-24.0,24.0/74.0218/24.0,48.0/74.0218/48.0,
2051,s__426,straight_chair,chair,2.0,chair,chair/straight_chair/__SYM_REFLECT_LR,n04331277,straight_chair.n.01,,,-20.0/-8.8500977E-4/-25.513199,20.0/90.932205/25.498001,40.0/90.93309/51.0112,
2052,s__427,straight_chair,chair,2.0,chair,chair/straight_chair/__SYM_REFLECT_LR,n04331277,straight_chair.n.01,,,-25.991499/-0.023620605/-27.4973,25.991499/89.0/27.5009,51.982998/89.02362/54.9982,
2053,s__428,bunker_bed,bed,2.0,bed,bed/bunker_bed,n02818832,bed.n.01,,,-104.364/-1.5258789E-5/-64.3301,104.364/206.0/64.3301,208.728/206.00002/128.6602,
2054,s__429,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-55.0/0.0/-30.5,55.0/198.0/30.5,110.0/198.0/61.0,
2055,s__430,dresser,dresser,2.0,dresser,dresser,n03015254,chest_of_drawers.n.01,,,-65.0/0.0/-25.0,65.0/110.133/25.0,130.0/110.133/50.0,
2056,s__431,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-55.0/0.0/-25.5,55.0/132.0/25.5,110.0/132.0/51.0,
2057,s__432,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet,n02933112,cabinet.n.01,,,-60.000004/0.0/-28.5,60.000004/200.0/28.5,120.00001/200.0/57.0,
2058,s__433,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_4,n03005285,chandelier.n.01,,,-23.0/0.0/-23.0,23.0/15.000001/23.0,46.0/15.000001/46.0,
2059,s__434,coffee_table,table,2.0,table,table/coffee_table/__SYM_REFLECT_LR,n03063968,coffee_table.n.01,,,-45.0/0.030036926/-45.0,45.0/47.0/45.0,90.0/46.969963/90.0,
2060,s__435,dining_table,table,2.0,table,table/dining_table/__SYM_ROTATE_UP_3,n03201208,dining_table.n.01,,,-25.0/-0.010856628/-25.0,25.0/68.0/25.0,50.0/68.01086/50.0,
2061,s__436,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_INF,n03005285,chandelier.n.01,,,-16.0/0.043899536/-16.0,16.0/89.934/16.0,32.0/89.8901/32.0,
2062,s__437,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_REFLECT_LR,n03290653,entertainment_center.n.01,,,-80.0/0.0023498535/-21.998398,80.0/45.0/22.0,160.0/44.99765/43.998398,
2063,s__438,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_REFLECT_LR,n03290653,entertainment_center.n.01,,,-54.9999/0.0/-23.999996,54.9999/57.0/24.000301,109.9998/57.0/48.000298,
2064,s__439,nightstand,stand,2.0,night_stand,stand/nightstand,n03015254,chest_of_drawers.n.01,,,-18.0/0.0/-18.475,18.0/63.0/18.475,36.0/63.0/36.95,
2065,s__440,nightstand,stand,2.0,night_stand,stand/nightstand,n03015254,chest_of_drawers.n.01,,,-20.0/-0.0066070557/-19.503399,20.0/64.0/19.503399,40.0/64.00661/39.006798,
2066,s__441,nightstand,stand,2.0,night_stand,stand/nightstand/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-19.5/0.0/-21.518799,19.5/52.999996/21.518898,39.0/52.999996/43.037697,
2067,s__442,nightstand,stand,2.0,night_stand,stand/nightstand/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-23.0/0.0/-17.5,23.0/70.0/17.5,46.0/70.0/35.0,
2068,s__443,stand,stand,2.0,night_stand,stand/__SYM_REFLECT_LR,n04301000,stand.n.04,,,-22.5/-0.001449585/-22.5,22.5/74.5/22.5,45.0/74.50145/45.0,
2069,s__444,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-37.5/-0.015991211/-22.225,37.5/181.0/22.225,75.0/181.01599/44.45,
2070,s__445,shelving,shelving,2.0,shelves,shelving/__SYM_REFLECT_LR,n04190052,shelf.n.01,,,-31.0/0.0/-12.0,31.0/165.0/12.0,62.0/165.0/24.0,
2071,s__446,tv_stand,tv_stand,2.0,cabinet,tv_stand,n03290653,entertainment_center.n.01,,,-59.0001/0.014572144/-21.0005,59.0001/51.000202/21.0005,118.0002/50.98563/42.001,
2072,s__447,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_REFLECT_LR,n03290653,entertainment_center.n.01,,,-120.00099/0.0/-20.0,120.00099/160.0/20.0,240.00198/160.0/40.0,
2073,s__448,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_REFLECT_LR,n03290653,entertainment_center.n.01,,,-104.0/0.0/-24.025002,104.0/197.0/24.025002,208.0/197.0/48.050003,
2074,s__449,shelving,shelving,2.0,shelves,shelving/__SYM_REFLECT_LR,n04190052,shelf.n.01,,,-40.0/0.0/-15.000001,40.0/190.0/15.000001,80.0/190.0/30.000002,
2075,s__450,bookshelf,shelving,2.0,cabinet,shelving/bookshelf,n02871439,bookshelf.n.01,,,-36.5/-0.0021972656/-20.5069,36.5/199.989/20.5069,73.0/199.9912/41.0138,
2076,s__451,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_INF,n03005285,chandelier.n.01,,,-27.000002/0.0/-27.000002,27.000002/46.0322/27.000002,54.000004/46.0322/54.000004,
2077,s__452,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_REFLECT_LR,n03290653,entertainment_center.n.01,,,-70.0002/-1.9073486E-6/-23.5,70.0002/31.0/23.499298,140.0004/31.000002/46.9993,
2078,s__453,folding_chair,chair,2.0,chair,chair/folding_chair/__SYM_REFLECT_LR,n03376595,folding_chair.n.01,,,-21.9907/0.001663208/-25.500301,21.9907/76.9986/25.4925,43.9814/76.99693/50.9928,
2079,s__454,dresser,dresser,2.0,dresser,dresser/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-37.5/0.0/-22.0,37.5/131.0/22.0,75.0/131.0/44.0,
2080,s__455,dresser,dresser,2.0,dresser,dresser/__SYM_REFLECT_LR_APPROX,n03015254,chest_of_drawers.n.01,,,-70.0/0.0/-24.0,70.0/77.0/24.0,140.0/77.0/48.0,
2081,s__456,short_kitchen_cabinet,kitchen_cabinet,2.0,counter,kitchen_cabinet/short_kitchen_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-71.0/0.0/-21.500198,71.0/124.0/21.499802,142.0/124.0/43.0,
2082,s__457,tall_kitchen_cabinet,kitchen_cabinet,2.0,counter,kitchen_cabinet/tall_kitchen_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-46.5/0.0/-21.5,46.5/190.0/21.5,93.0/190.0/43.0,
2083,s__458,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-73.0021/0.0/-39.0,73.0088/74.0223/39.0448,146.0109/74.0223/78.0448,
2084,s__459,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_REFLECT_LR,n03290653,entertainment_center.n.01,,,-39.5/0.0/-19.0,39.5/46.0/19.0,79.0/46.0/38.0,
2085,s__460,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-98.0/1.5258789E-5/-48.5109,97.977905/101.786/48.5109,195.9779/101.78599/97.0218,
2086,s__461,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-91.1438/0.0/-44.540398,91.8199/66.9423/44.4429,182.9637/66.9423/88.9833,
2087,s__462,dressing_table,dressing_table,2.0,desk,dressing_table,n03238586,dressing_table.n.01,,,-63.5/0.0/-25.0,63.5/114.352/25.0,127.0/114.352/50.0,
2088,s__463,shelving,shelving,2.0,shelves,shelving/__SYM_ROTATE_UP_2,n04190052,shelf.n.01,,,-31.5/0.0/-13.500001,31.5/159.0/13.500001,63.0/159.0/27.000002,
2089,s__464,shelving,shelving,2.0,shelves,shelving,n04190052,shelf.n.01,,,-65.0/0.0/-25.0,65.0/179.0/25.412697,130.0/179.0/50.412697,
2090,s__465,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_REFLECT_LR,n03290653,entertainment_center.n.01,,,-45.0/-3.8146973E-6/-18.0,45.0/45.0/18.0,90.0/45.000004/36.0,
2091,s__466,shoes_cabinet,shoes_cabinet,2.0,cabinet,shoes_cabinet/__SYM_ROTATE_UP_2,n02933112,cabinet.n.01,,,-45.0/-1.9073486E-6/-17.0,45.0/28.0/17.0,90.0/28.000002/34.0,
2092,s__467,bookshelf,shelving,2.0,cabinet,shelving/bookshelf/__SYM_REFLECT_LR,n02871439,bookshelf.n.01,,,-40.0/-3.0517578E-5/-22.5,40.0/200.0/23.006401,80.0/200.00003/45.5064,
2093,s__468,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-100.0/0.0/-46.6724,100.0/88.6499/46.6724,200.0/88.6499/93.3448,
2094,s__469,desk,desk,2.0,desk,desk/__SYM_REFLECT_LR,n03179701,desk.n.01,,,-45.0/-0.013191223/-18.0,45.0/80.0/18.0,90.0/80.01319/36.0,
2095,s__470,desk,desk,2.0,desk,desk/__SYM_REFLECT_LR,n03179701,desk.n.01,,,-90.0/0.0/-20.497402,90.0/74.0/20.5,180.0/74.0/40.997402,
2096,s__471,desk,desk,2.0,desk,desk,n03179701,desk.n.01,,,-45.0/-1.5258789E-4/-26.0,45.0/75.0/26.017498,90.0/75.00015/52.017498,
2097,s__472,bookshelf,shelving,2.0,cabinet,shelving/bookshelf/__SYM_REFLECT_LR_APPROX,n02871439,bookshelf.n.01,,,-21.5/0.0/-18.5,21.5/163.0/18.553001,43.0/163.0/37.053,
2098,s__473,shelving,shelving,2.0,shelves,shelving/__SYM_REFLECT_LR,n04190052,shelf.n.01,,,-17.5/0.0/-17.4925,17.5/148.0/17.5075,35.0/148.0/35.0,
2099,s__474,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_INF,n03005285,chandelier.n.01,,,-15.000001/0.037719727/-15.000001,15.000001/99.99/15.000001,30.000002/99.95228/30.000002,
2100,s__475,desk,desk,2.0,desk,desk/__SYM_REFLECT_C1/__CORNER_C1,n03179701,desk.n.01,,,-46.500793/-1.5258789E-4/-46.5031,46.5/75.0/46.5143,93.00079/75.00015/93.0174,1.0
2101,s__476,desk,desk,2.0,desk,desk,n03179701,desk.n.01,,,-54.994/0.0/-27.0073,54.994/73.0005/27.0073,109.988/73.0005/54.0146,
2102,s__477,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-104.49999/0.0/-45.587,104.49999/95.9148/45.413,208.99998/95.9148/91.0,
2103,s__478,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_INF,n03005285,chandelier.n.01,,,-15.000001/0.057907104/-15.000001,15.000001/101.066/15.000001,30.000002/101.008095/30.000002,
2104,s__479,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_6_APPROX,n03005285,chandelier.n.01,,,-51.643898/0.2721367/-48.785,51.356102/50.5876/49.215,103.0/50.315464/98.0,
2105,s__480,desk,desk,2.0,desk,desk/__SYM_REFLECT_LR,n03179701,desk.n.01,,,-35.0/0.0/-25.0,35.0/72.0/25.014603,70.0/72.0/50.014603,
2106,s__481,coffee_table,table,2.0,table,table/coffee_table/__SYM_REFLECT_LR,n03063968,coffee_table.n.01,,,-40.0/0.0/-22.4983,40.0/74.0/22.4983,80.0/74.0/44.9966,
2107,s__482,desk,desk,2.0,desk,desk,n03179701,desk.n.01,,,-80.0/0.0/-60.000004,80.0/75.0/60.000004,160.0/75.0/120.00001,
2108,s__483,desk,desk,2.0,desk,desk/__SYM_ROTATE_UP_2,n03179701,desk.n.01,,,-80.0/0.0/-40.0,80.0/75.0/40.0,160.0/75.0/80.0,
2109,s__484,desk,desk,2.0,desk,desk/__SYM_ROTATE_UP_2,n03179701,desk.n.01,,,-75.0/0.0/-37.5,75.0/74.0/37.5,150.0/74.0/75.0,
2110,s__485,desk,desk,2.0,desk,desk/__SYM_ROTATE_UP_2,n03179701,desk.n.01,,,-100.0/0.0/-30.000002,100.0/77.5/30.000002,200.0/77.5/60.000004,
2111,s__486,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_4,n03005285,chandelier.n.01,,,-23.1401/0.11010742/-23.1509,22.859999/80.0014/22.8491,46.0001/79.8913/46.0,
2112,s__487,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_INF,n03005285,chandelier.n.01,,,-15.5/0.032855034/-15.5,15.5/8.0365095/15.5,31.0/8.0036545/31.0,
2113,s__488,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_INF,n03005285,chandelier.n.01,,,-10.0/-0.007972717/-10.0,10.0/90.0047/10.0,20.0/90.01267/20.0,
2114,s__489,desk_with_shelves,desk,2.0,desk,desk/desk_with_shelves/__SYM_REFLECT_LR_APPROX,n03179701,desk.n.01,,,-79.4993/0.0/-33.4347,79.4993/136.98401/33.4999,158.9986/136.98401/66.9346,
2115,s__490,shelving,shelving,2.0,shelves,shelving/__SYM_ROTATE_UP_2,n04190052,shelf.n.01,,,-39.5/0.0/-18.5,39.5/50.0/18.5,79.0/50.0/37.0,
2116,s__491,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet,n02933112,cabinet.n.01,,,-20.0/0.0/-19.999699,20.0/195.0/19.999699,40.0/195.0/39.999397,
2117,s__492,bookshelf,shelving,2.0,cabinet,shelving/bookshelf,n02871439,bookshelf.n.01,,,-25.0/0.0/-20.0,25.0/194.0/20.0,50.0/194.0/40.0,
2118,s__493,shelving,shelving,2.0,shelves,shelving,n04190052,shelf.n.01,,,-30.000002/0.0/-8.5,30.000002/67.0/8.50001,60.000004/67.0/17.00001,
2119,s__494,medicine_cabinet,mirror,2.0,cabinet,mirror/medicine_cabinet/__SYM_REFLECT_LR,n03742115,medicine_chest.n.01,,,-31.5/0.0/-8.0,31.5/98.0/8.000011,63.0/98.0/16.000011,
2120,s__495,medicine_cabinet,mirror,2.0,cabinet,mirror/medicine_cabinet/__SYM_REFLECT_LR,n03742115,medicine_chest.n.01,,,-41.9054/0.0/-7.9999895,41.9054/98.0/8.0000105,83.8108/98.0/16.0,
2121,s__496,bookshelf,shelving,2.0,cabinet,shelving/bookshelf/__SYM_REFLECT_LR,n02871439,bookshelf.n.01,,,-15.000001/0.0/-16.0,15.000001/182.0/16.0,30.000002/182.0/32.0,
2122,s__497,shelving,shelving,2.0,shelves,shelving/__SYM_ROTATE_UP_2,n04190052,shelf.n.01,,,-34.0/0.0/-9.0,34.0/182.00099/9.000011,68.0/182.00099/18.000011,
2123,s__498,shelving,shelving,2.0,shelves,shelving/__SYM_ROTATE_UP_2,n04190052,shelf.n.01,,,-34.0/0.0/-9.0,34.0/54.000504/9.0,68.0/54.000504/18.0,
2124,s__499,stairs,stairs,1.0,floor,stairs/__SYM_REFLECT_LR,n04314914,step.n.04,,,-22.0/0.0/-20.4809,22.0/35.0/20.4809,44.0/35.0/40.9618,
2125,s__500,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-101.5/0.0/-45.0,101.5/96.533295/45.0,203.0/96.533295/90.0,
2126,s__501,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-75.0/0.0/-45.016598,75.0/90.755394/45.016598,150.0/90.755394/90.033195,
2127,s__502,sofa,sofa,2.0,sofa,sofa/__CORNER_C2,n04256520,sofa.n.01,,,-123.0/-0.21864319/-77.2504,123.0/88.8472/77.7496,246.0/89.06584/155.0,
2128,s__503,sofa,sofa,2.0,sofa,sofa/__CORNER_C1,n04256520,sofa.n.01,,,-137.5/0.0/-85.0,137.5/82.5959/85.0,275.0/82.5959/170.0,
2129,s__504,sofa,sofa,2.0,sofa,sofa/__CORNER_C1,n04256520,sofa.n.01,,,-151.5/-7.6293945E-6/-103.518005,151.518/81.3107/103.5,303.018/81.31071/207.018,
2130,s__505,floor_lamp,indoor_lamp,2.0,lamp,indoor_lamp/floor_lamp/__SYM_REFLECT_LR,n03367059,floor_lamp.n.01,,,-11.0/0.0/-23.0009,11.0/137.0/22.9991,22.0/137.0/46.0,
2131,s__506,floor_lamp,indoor_lamp,2.0,lamp,indoor_lamp/floor_lamp/__SYM_REFLECT_LR,n03367059,floor_lamp.n.01,,,-13.0/0.0/-28.8809,13.0/129.0/29.1192,26.0/129.0/58.0001,
2132,s__507,floor_lamp,indoor_lamp,2.0,lamp,indoor_lamp/floor_lamp/__SYM_ROTATE_UP_INF,n03367059,floor_lamp.n.01,,,-22.0/0.0/-22.0,22.0/159.97699/22.0,44.0/159.97699/44.0,
2133,s__508,floor_lamp,indoor_lamp,2.0,lamp,indoor_lamp/floor_lamp/__SYM_REFLECT_LR,n03367059,floor_lamp.n.01,,,-15.000001/0.0/-18.673199,15.000001/133.966/18.415897,30.000002/133.966/37.089096,
2134,s__509,floor_lamp,indoor_lamp,2.0,lamp,indoor_lamp/floor_lamp/__SYM_REFLECT_LR,n03367059,floor_lamp.n.01,,,-12.0/0.0/-19.118301,12.0/123.955/19.4501,24.0/123.955/38.5684,
2135,s__510,shelving,shelving,2.0,shelves,shelving/__SYM_ROTATE_UP_2,n04190052,shelf.n.01,,,-23.75/0.0/-18.0928,23.75/76.0/17.8428,47.5/76.0/35.9356,
2136,s__511,nightstand,stand,2.0,night_stand,stand/nightstand/__SYM_ROTATE_UP_4,n03015254,chest_of_drawers.n.01,,,-18.5/0.0/-18.5,18.5/50.0/18.5,37.0/50.0/37.0,
2137,s__512,desk,desk,2.0,desk,desk/__SYM_ROTATE_UP_2,n03179701,desk.n.01,,,-75.0/0.0/-37.5,75.0/75.0/37.5,150.0/75.0/75.0,
2138,s__513,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-66.0/0.0/-36.0,66.0/70.0/36.0,132.0/70.0/72.0,
2139,s__514,armchair,chair,2.0,sofa,chair/armchair/sofa_chair/__SYM_REFLECT_LR,n03262932,easy_chair.n.01,,,-40.0/0.0/-36.0,40.0/70.0/36.0,80.0/70.0/72.0,
2140,s__515,sofa,sofa,2.0,sofa,sofa/__CORNER_C1,n04256520,sofa.n.01,,,-132.95001/-0.019348145/-85.5,133.013/104.781/85.5141,265.963/104.80035/171.0141,
2141,s__516,tv_stand,tv_stand,2.0,cabinet,tv_stand,n03290653,entertainment_center.n.01,,,-111.5/0.0/-34.0074,111.5/180.0/34.0075,223.0/180.0/68.0149,
2142,s__517,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_C2/__CORNER_C2,n02933112,cabinet.n.01,,,-63.0/0.0/-43.0,63.0/213.00002/43.0,126.0/213.00002/86.0,1.0
2143,s__518,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-114.494/0.0/-52.517498,114.494/91.469/52.686398,228.988/91.469/105.203896,
2144,s__519,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-40.0/0.0/-30.3619,40.0/213.00002/30.3619,80.0/213.00002/60.7238,
2145,s__520,shelving,shelving,2.0,shelves,shelving/__CORNER_C1/__SYM_REFLECT_C1,n04190052,shelf.n.01,,,-16.5/0.0/-16.5,16.5/179.0/16.5001,33.0/179.0/33.0001,
2146,s__521,bookshelf,shelving,2.0,cabinet,shelving/bookshelf/__SYM_REFLECT_LR,n02871439,bookshelf.n.01,,,-32.5/0.0/-17.5,32.5/200.0/17.5,65.0/200.0/35.0,
2147,s__522,dresser,dresser,2.0,dresser,dresser/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-62.5/0.0/-39.5,62.5/40.0/39.511,125.0/40.0/79.011,
2148,s__523,dresser,dresser,2.0,dresser,dresser,n03015254,chest_of_drawers.n.01,,,-60.000004/0.0/-27.5,60.000004/60.000004/27.511002,120.00001/60.000004/55.011,
2149,s__524,bookshelf,shelving,2.0,cabinet,shelving/bookshelf/__SYM_REFLECT_LR,n02871439,bookshelf.n.01,,,-50.0/0.0/-17.5,50.0/200.0/17.5,100.0/200.0/35.0,
2150,s__525,dresser,dresser,2.0,dresser,dresser/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-95.0/0.0/-28.5,95.0/89.0/28.511002,190.0/89.0/57.011,
2151,s__526,dresser,dresser,2.0,dresser,dresser/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-77.5/0.0/-27.5,77.5/60.000004/27.511002,155.0/60.000004/55.011,
2152,s__527,sofa,sofa,2.0,sofa,sofa/__CORNER_C2,n04256520,sofa.n.01,,,-150.039/-2.2888184E-5/-109.0,149.99701/99.4406/109.047,300.036/99.44062/218.047,
2153,s__528,sofa,sofa,2.0,sofa,sofa/__CORNER_C1,n04256520,sofa.n.01,,,-151.0/0.0/-82.0,151.00299/95.9834/82.002106,302.003/95.9834/164.0021,
2154,s__529,armchair,chair,2.0,sofa,chair/armchair/sofa_chair/__SYM_REFLECT_LR,n03262932,easy_chair.n.01,,,-53.9841/0.0/-47.5177,53.9841/95.9369/47.5177,107.9682/95.9369/95.0354,
2155,s__530,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-104.484/0.0/-47.4869,104.484/96.2648/47.4777,208.968/96.2648/94.9646,
2156,s__531,dresser,dresser,2.0,dresser,dresser,n03015254,chest_of_drawers.n.01,,,-78.0/0.0/-21.0,78.0/104.99999/21.0,156.0/104.99999/42.0,
2157,s__532,dresser,dresser,2.0,dresser,dresser/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-62.0/0.0/-25.0,62.0/92.0/25.0,124.0/92.0/50.0,
2158,s__533,mirror,mirror,2.0,mirror,mirror/__SYM_REFLECT_LR,n03773035,mirror.n.01,,,-47.5/0.0/-10.0,47.5/73.6894/10.0,95.0/73.6894/20.0,
2159,s__536,sink,sink,2.0,sink,sink/__SYM_REFLECT_LR,n04223580,sink.n.01,,,-35.0104/0.0/-23.5,35.0019/70.2684/23.5,70.0123/70.2684/47.0,
